NOC,Event,Influence
USA,Basketball Women's Basketball,0.006570302233902759
USA,Beach Volleyball Men's Beach Volleyball,0.002628120893561104
USA,Boxing Men's Bantamweight,0.002628120893561104
USA,Boxing Men's Featherweight,0.001314060446780552
USA,Boxing Men's Light-Middleweight,0.001314060446780552
USA,Boxing Men's Light-Welterweight,0.001314060446780552
USA,Cycling Men's Sprint,0.001314060446780552
USA,Cycling Women's Individual Time Trial,0.006570302233902759
USA,Diving Women's Platform,0.001314060446780552
USA,"Equestrianism Mixed Dressage, Team",0.003942181340341655
USA,"Equestrianism Mixed Three-Day Event, Individual",0.005256241787122208
USA,"Equestrianism Mixed Three-Day Event, Team",0.002628120893561104
USA,Football Women's Football,0.005256241787122208
USA,Gymnastics Women's Team All-Around,0.006570302233902759
USA,Modern Pentathlon Women's Individual,0.001314060446780552
USA,Rowing Men's Coxless Pairs,0.001314060446780552
USA,Rowing Women's Coxless Pairs,0.001314060446780552
USA,Rowing Women's Lightweight Double Sculls,0.001314060446780552
USA,Sailing Men's Two Person Dinghy,0.002628120893561104
USA,Sailing Mixed Skiff,0.001314060446780552
USA,Sailing Mixed Two Person Keelboat,0.001314060446780552
USA,Sailing Women's Two Person Dinghy,0.001314060446780552
USA,Shooting Men's Skeet,0.003942181340341655
USA,"Shooting Women's Air Rifle, 10 metres",0.002628120893561104
USA,Shooting Women's Double Trap,0.002628120893561104
USA,Softball Women's Softball,0.003942181340341655
USA,"Swimming Men's 1,500 metres Freestyle",0.003942181340341655
USA,Swimming Men's 100 metres Backstroke,0.010512483574244415
USA,Swimming Men's 100 metres Breaststroke,0.005256241787122208
USA,Swimming Men's 100 metres Freestyle,0.005256241787122208
USA,Swimming Men's 200 metres Backstroke,0.010512483574244415
USA,Swimming Men's 200 metres Butterfly,0.006570302233902759
USA,Swimming Men's 200 metres Individual Medley,0.011826544021024968
USA,Swimming Men's 4 x 100 metres Freestyle Relay,0.006570302233902759
USA,Swimming Men's 4 x 100 metres Medley Relay,0.006570302233902759
USA,Swimming Men's 4 x 200 metres Freestyle Relay,0.006570302233902759
USA,Swimming Men's 400 metres Freestyle,0.005256241787122208
USA,Swimming Men's 400 metres Individual Medley,0.010512483574244415
USA,Swimming Men's 50 metres Freestyle,0.006570302233902759
USA,Swimming Women's 100 metres Breaststroke,0.006570302233902759
USA,Swimming Women's 100 metres Butterfly,0.005256241787122208
USA,Swimming Women's 100 metres Freestyle,0.005256241787122208
USA,Swimming Women's 200 metres Breaststroke,0.006570302233902759
USA,Swimming Women's 200 metres Butterfly,0.001314060446780552
USA,Swimming Women's 200 metres Individual Medley,0.006570302233902759
USA,Swimming Women's 4 x 100 metres Freestyle Relay,0.006570302233902759
USA,Swimming Women's 4 x 100 metres Medley Relay,0.006570302233902759
USA,Swimming Women's 4 x 200 metres Freestyle Relay,0.006570302233902759
USA,Swimming Women's 400 metres Freestyle,0.009198423127463863
USA,Swimming Women's 50 metres Freestyle,0.003942181340341655
USA,Swimming Women's 800 metres Freestyle,0.006570302233902759
USA,Taekwondo Men's Featherweight,0.003942181340341655
USA,Tennis Women's Doubles,0.003942181340341655
USA,Tennis Women's Singles,0.003942181340341655
USA,Water Polo Women's Water Polo,0.006570302233902759
USA,Weightlifting Women's Flyweight,0.001314060446780552
USA,Weightlifting Women's Super-Heavyweight,0.002628120893561104
USA,"Wrestling Men's Bantamweight, Freestyle",0.001314060446780552
USA,"Wrestling Men's Featherweight, Freestyle",0.003942181340341655
USA,"Wrestling Men's Heavyweight, Greco-Roman",0.002628120893561104
USA,"Wrestling Men's Middleweight, Freestyle",0.002628120893561104
USA,"Wrestling Men's Middleweight, Greco-Roman",0.001314060446780552
USA,"Wrestling Men's Super-Heavyweight, Greco-Roman",0.002628120893561104
USA,"Wrestling Men's Welterweight, Freestyle",0.002628120893561104
UZB,Boxing Men's Light-Heavyweight,0.04081632653061224
UZB,Boxing Men's Light-Welterweight,0.04081632653061224
UZB,Boxing Men's Super-Heavyweight,0.02040816326530612
UZB,"Wrestling Men's Super-Heavyweight, Freestyle",0.08163265306122448
VIE,Taekwondo Women's Featherweight,0.25
MAR,Athletics Women's 800 metres,0.13333333333333333
ARG,Basketball Men's Basketball,0.06666666666666667
ARG,Football Men's Football,0.06666666666666667
ARG,Sailing Mixed Multihull,0.1
ARG,Swimming Women's 400 metres Individual Medley,0.03333333333333333
ARG,Tennis Women's Doubles,0.03333333333333333
AUS,Athletics Men's 20 kilometres Walk,0.00949367088607595
AUS,Athletics Men's 4 x 400 metres Relay,0.0031645569620253164
AUS,Athletics Women's 20 kilometres Walk,0.0031645569620253164
AUS,Baseball Men's Baseball,0.0031645569620253164
AUS,"Canoeing Men's Kayak Singles, 500 metres",0.006329113924050633
AUS,Cycling Men's Individual Time Trial,0.0031645569620253164
AUS,Cycling Men's Sprint,0.006329113924050633
AUS,"Cycling Men's Team Pursuit, 4,000 metres",0.00949367088607595
AUS,"Cycling Women's Individual Pursuit, 3,000 metres",0.0031645569620253164
AUS,"Cycling Women's Road Race, Individual",0.0031645569620253164
AUS,Cycling Women's Sprint,0.00949367088607595
AUS,Diving Men's Platform,0.006329113924050633
AUS,Diving Men's Synchronized Platform,0.0031645569620253164
AUS,Diving Women's Platform,0.00949367088607595
AUS,Diving Women's Synchronized Springboard,0.006329113924050633
AUS,Rowing Women's Quadruple Sculls,0.0031645569620253164
AUS,Shooting Women's Trap,0.006329113924050633
AUS,Swimming Men's 100 metres Freestyle,0.012658227848101266
AUS,Swimming Women's 100 metres Butterfly,0.012658227848101266
AUS,Swimming Women's 100 metres Freestyle,0.006329113924050633
AUS,Swimming Women's 200 metres Breaststroke,0.006329113924050633
AUS,Swimming Women's 4 x 100 metres Freestyle Relay,0.012658227848101266
AUS,Swimming Women's 50 metres Freestyle,0.006329113924050633
AUS,Tennis Women's Singles,0.0031645569620253164
AUT,Judo Women's Half-Middleweight,0.038461538461538464
AUT,Sailing Mixed One Person Dinghy,0.038461538461538464
AUT,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",0.038461538461538464
AUT,Swimming Men's 100 metres Backstroke,0.038461538461538464
AUT,Swimming Men's 200 metres Backstroke,0.038461538461538464
AUT,Triathlon Women's Olympic Distance,0.038461538461538464
AZE,Boxing Men's Bantamweight,0.017543859649122806
AZE,Boxing Men's Flyweight,0.017543859649122806
AZE,"Shooting Women's Sporting Pistol, 25 metres",0.017543859649122806
AZE,"Wrestling Men's Welterweight, Greco-Roman",0.03508771929824561
BAH,Athletics Women's 400 metres,0.16666666666666666
BEL,"Cycling Men's Road Race, Individual",0.05714285714285714
BEL,Judo Women's Half-Lightweight,0.02857142857142857
BEL,Tennis Women's Singles,0.02857142857142857
BLR,Athletics Women's 100 metres,0.013157894736842105
BLR,Boxing Men's Heavyweight,0.013157894736842105
BLR,Boxing Men's Light-Heavyweight,0.013157894736842105
BLR,"Canoeing Men's Kayak Doubles, 500 metres",0.02631578947368421
BLR,Cycling Women's 500 metres Time Trial,0.013157894736842105
BLR,Judo Men's Half-Heavyweight,0.013157894736842105
BLR,Rowing Women's Coxless Pairs,0.02631578947368421
BLR,Weightlifting Men's Light-Heavyweight,0.02631578947368421
BLR,Weightlifting Women's Middleweight,0.02631578947368421
BLR,"Wrestling Men's Light-Heavyweight, Greco-Roman",0.02631578947368421
BRA,Athletics Men's Marathon,0.008695652173913044
BRA,"Equestrianism Mixed Jumping, Individual",0.008695652173913044
BRA,Football Women's Football,0.017391304347826087
BRA,Judo Men's Half-Middleweight,0.017391304347826087
BRA,Sailing Men's Two Person Keelboat,0.02608695652173913
BRA,Volleyball Men's Volleyball,0.034782608695652174
BUL,Boxing Men's Light-Welterweight,0.020833333333333332
BUL,Judo Men's Half-Lightweight,0.020833333333333332
BUL,Rhythmic Gymnastics Women's Group,0.041666666666666664
BUL,Rowing Men's Single Sculls,0.020833333333333332
BUL,"Shooting Women's Air Pistol, 10 metres",0.020833333333333332
BUL,Weightlifting Men's Middle-Heavyweight,0.020833333333333332
BUL,Weightlifting Men's Super-Heavyweight,0.020833333333333332
BUL,"Wrestling Men's Lightweight, Greco-Roman",0.020833333333333332
CAN,"Canoeing Men's Kayak Singles, 1,000 metres",0.014705882352941176
CAN,"Canoeing Men's Kayak Singles, 500 metres",0.014705882352941176
CAN,"Cycling Women's Mountainbike, Cross-Country",0.014705882352941176
CAN,Cycling Women's Sprint,0.007352941176470588
CAN,Diving Men's Springboard,0.014705882352941176
CAN,Gymnastics Men's Floor Exercise,0.007352941176470588
CAN,Rowing Men's Coxless Fours,0.007352941176470588
CAN,Sailing Men's Two Person Keelboat,0.007352941176470588
CAN,"Wrestling Women's Lightweight, Freestyle",0.022058823529411766
CHI,Tennis Men's Doubles,0.14285714285714285
CHI,Tennis Men's Singles,0.42857142857142855
CHN,Archery Women's Team,0.005376344086021506
CHN,Athletics Men's 110 metres Hurdles,0.0017921146953405018
CHN,"Athletics Women's 10,000 metres",0.0017921146953405018
CHN,Boxing Men's Light-Flyweight,0.005376344086021506
CHN,"Canoeing Men's Canadian Doubles, 500 metres",0.0035842293906810036
CHN,"Fencing Men's epee, Individual",0.0017921146953405018
CHN,"Fencing Women's Sabre, Individual",0.0017921146953405018
CHN,Gymnastics Men's Pommelled Horse,0.0035842293906810036
CHN,Judo Women's Extra-Lightweight,0.0017921146953405018
CHN,Judo Women's Middleweight,0.0017921146953405018
CHN,Sailing Women's Windsurfer,0.005376344086021506
CHN,Shooting Men's Double Trap,0.0035842293906810036
CHN,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",0.0035842293906810036
CHN,Shooting Women's Double Trap,0.0017921146953405018
CHN,Shooting Women's Skeet,0.0035842293906810036
CHN,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0.007168458781362007
CHN,Swimming Women's 100 metres Breaststroke,0.0017921146953405018
CHN,Swimming Women's 4 x 200 metres Freestyle Relay,0.0035842293906810036
CHN,Taekwondo Women's Welterweight,0.0017921146953405018
CHN,Tennis Women's Doubles,0.0035842293906810036
CHN,Trampolining Women's Individual,0.008960573476702509
CHN,Volleyball Women's Volleyball,0.005376344086021506
CHN,Weightlifting Men's Featherweight,0.005376344086021506
CHN,Weightlifting Men's Lightweight,0.007168458781362007
CHN,Weightlifting Women's Flyweight,0.005376344086021506
CHN,Weightlifting Women's Lightweight,0.005376344086021506
CHN,"Wrestling Women's Heavyweight, Freestyle",0.005376344086021506
CMR,Athletics Women's Triple Jump,0.6666666666666666
COL,Cycling Women's Points Race,0.03333333333333333
COL,Weightlifting Women's Featherweight,0.03333333333333333
CRO,Handball Men's Handball,0.046511627906976744
CRO,Rowing Men's Coxless Pairs,0.023255813953488372
CRO,Swimming Men's 50 metres Freestyle,0.023255813953488372
CRO,Tennis Men's Doubles,0.023255813953488372
CRO,Weightlifting Men's Lightweight,0.023255813953488372
CUB,Athletics Women's Hammer Throw,0.023255813953488372
CUB,Athletics Women's Shot Put,0.007751937984496124
CUB,Boxing Men's Flyweight,0.023255813953488372
CUB,Boxing Men's Super-Heavyweight,0.007751937984496124
CUB,Boxing Men's Welterweight,0.015503875968992248
CUB,"Canoeing Men's Canadian Doubles, 500 metres",0.007751937984496124
CUB,Judo Men's Half-Lightweight,0.015503875968992248
CUB,Judo Women's Half-Heavyweight,0.015503875968992248
CUB,Judo Women's Half-Middleweight,0.007751937984496124
CUB,Shooting Men's Skeet,0.007751937984496124
CUB,"Wrestling Men's Lightweight, Freestyle",0.007751937984496124
CUB,"Wrestling Men's Middleweight, Freestyle",0.007751937984496124
CZE,Athletics Men's High Jump,0.01694915254237288
CZE,Athletics Women's Discus Throw,0.01694915254237288
CZE,Modern Pentathlon Men's Individual,0.03389830508474576
CZE,Rowing Men's Quadruple Sculls,0.01694915254237288
CZE,Sailing Women's One Person Dinghy,0.01694915254237288
CZE,"Shooting Women's Air Rifle, 10 metres",0.03389830508474576
CZE,"Shooting Women's Sporting Pistol, 25 metres",0.01694915254237288
DEN,Athletics Men's Shot Put,0.015384615384615385
DEN,Badminton Mixed Doubles,0.03076923076923077
DEN,Sailing Women's One Person Dinghy,0.03076923076923077
DEN,Sailing Women's Three Person Keelboat,0.015384615384615385
DEN,Table Tennis Men's Doubles,0.015384615384615385
DOM,Athletics Men's 400 metres Hurdles,0.14285714285714285
EGY,Boxing Men's Heavyweight,0.05
EGY,Boxing Men's Light-Heavyweight,0.05
EGY,Boxing Men's Super-Heavyweight,0.05
EGY,Taekwondo Men's Flyweight,0.05
EGY,"Wrestling Men's Heavyweight, Greco-Roman",0.05
ERI,"Athletics Men's 10,000 metres",1.0
ESP,Athletics Men's 20 kilometres Walk,0.00847457627118644
ESP,Athletics Men's Long Jump,0.00847457627118644
ESP,Athletics Men's Shot Put,0.00847457627118644
ESP,Beach Volleyball Men's Beach Volleyball,0.00847457627118644
ESP,"Canoeing Men's Canadian Singles, 1,000 metres",0.025423728813559324
ESP,"Canoeing Men's Canadian Singles, 500 metres",0.01694915254237288
ESP,"Cycling Men's Individual Pursuit, 4,000 metres",0.00847457627118644
ESP,Cycling Men's Keirin,0.00847457627118644
ESP,"Cycling Men's Mountainbike, Cross-Country",0.01694915254237288
ESP,"Cycling Men's Team Pursuit, 4,000 metres",0.00847457627118644
ESP,"Equestrianism Mixed Dressage, Individual",0.00847457627118644
ESP,"Equestrianism Mixed Dressage, Team",0.00847457627118644
ESP,Gymnastics Women's Floor Exercise,0.00847457627118644
ESP,Sailing Men's One Person Dinghy,0.00847457627118644
ESP,Sailing Mixed Skiff,0.01694915254237288
ESP,Sailing Women's Two Person Dinghy,0.00847457627118644
ESP,Shooting Women's Trap,0.00847457627118644
ESP,Tennis Women's Doubles,0.01694915254237288
EST,Athletics Men's Discus Throw,0.23076923076923078
EST,Rowing Men's Single Sculls,0.07692307692307693
FIN,Shooting Men's Skeet,0.0625
FRA,Athletics Men's 400 metres Hurdles,0.0034965034965034965
FRA,Athletics Women's 4 x 100 metres Relay,0.0034965034965034965
FRA,"Canoeing Men's Kayak Singles, Slalom",0.01048951048951049
FRA,"Cycling Men's 1,000 metres Time Trial",0.0034965034965034965
FRA,"Equestrianism Mixed Three-Day Event, Team",0.006993006993006993
FRA,"Fencing Men's Foil, Individual",0.0034965034965034965
FRA,"Fencing Women's epee, Team",0.0034965034965034965
FRA,Gymnastics Women's Uneven Bars,0.0034965034965034965
FRA,Judo Women's Extra-Lightweight,0.0034965034965034965
FRA,Rowing Men's Double Sculls,0.0034965034965034965
FRA,Sailing Men's Two Person Keelboat,0.0034965034965034965
FRA,Sailing Women's Windsurfer,0.006993006993006993
FRA,Swimming Men's 100 metres Breaststroke,0.006993006993006993
FRA,Swimming Women's 100 metres Backstroke,0.0034965034965034965
FRA,Swimming Women's 200 metres Freestyle,0.006993006993006993
FRA,Swimming Women's 400 metres Freestyle,0.006993006993006993
FRA,Swimming Women's 50 metres Freestyle,0.0034965034965034965
FRA,Swimming Women's 800 metres Freestyle,0.0034965034965034965
FRA,Taekwondo Women's Heavyweight,0.006993006993006993
FRA,Tennis Women's Singles,0.0034965034965034965
FRA,"Wrestling Women's Lightweight, Freestyle",0.0034965034965034965
FRA,"Wrestling Women's Middleweight, Freestyle",0.0034965034965034965
GBR,Archery Women's Individual,0.00273224043715847
GBR,Athletics Men's 4 x 100 metres Relay,0.00273224043715847
GBR,"Athletics Women's 1,500 metres",0.00273224043715847
GBR,Boxing Men's Lightweight,0.00273224043715847
GBR,"Canoeing Men's Kayak Singles, 500 metres",0.00546448087431694
GBR,"Canoeing Women's Kayak Singles, Slalom",0.00273224043715847
GBR,"Cycling Men's Individual Pursuit, 4,000 metres",0.00819672131147541
GBR,Cycling Men's Madison,0.00273224043715847
GBR,Diving Men's Synchronized Platform,0.00546448087431694
GBR,"Equestrianism Mixed Three-Day Event, Individual",0.00819672131147541
GBR,Rowing Women's Coxless Pairs,0.00819672131147541
GBR,Rowing Women's Double Sculls,0.01092896174863388
GBR,Sailing Men's Two Person Dinghy,0.00819672131147541
GBR,Sailing Men's Windsurfer,0.00819672131147541
GBR,Sailing Women's Three Person Keelboat,0.00546448087431694
GBR,"Swimming Men's 1,500 metres Freestyle",0.00273224043715847
GBR,Swimming Men's 200 metres Butterfly,0.00273224043715847
GEO,Judo Men's Extra-Lightweight,0.022222222222222223
GEO,Judo Men's Middleweight,0.06666666666666667
GEO,"Wrestling Men's Heavyweight, Greco-Roman",0.022222222222222223
GER,Athletics Women's Javelin Throw,0.013333333333333334
GER,Boxing Men's Featherweight,0.0033333333333333335
GER,Boxing Men's Flyweight,0.0033333333333333335
GER,"Canoeing Men's Canadian Doubles, Slalom",0.0033333333333333335
GER,"Canoeing Men's Canadian Singles, Slalom",0.006666666666666667
GER,Cycling Men's Points Race,0.006666666666666667
GER,Cycling Men's Team Sprint,0.01
GER,"Cycling Women's Mountainbike, Cross-Country",0.01
GER,Diving Men's Synchronized Springboard,0.0033333333333333335
GER,"Equestrianism Mixed Jumping, Individual",0.0033333333333333335
GER,"Fencing Men's epee, Team",0.0033333333333333335
GER,"Fencing Women's epee, Team",0.0033333333333333335
GER,Handball Men's Handball,0.006666666666666667
GER,Hockey Men's Hockey,0.013333333333333334
GER,Hockey Women's Hockey,0.006666666666666667
GER,Judo Men's Half-Heavyweight,0.006666666666666667
GER,Judo Women's Lightweight,0.0033333333333333335
GER,Judo Women's Middleweight,0.01
GER,"Shooting Men's Rapid-Fire Pistol, 25 metres",0.013333333333333334
GER,"Shooting Men's Running Target, 10 metres",0.0033333333333333335
GER,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0.006666666666666667
GER,Swimming Women's 200 metres Backstroke,0.0033333333333333335
GER,Swimming Women's 200 metres Breaststroke,0.0033333333333333335
GER,Swimming Women's 4 x 100 metres Medley Relay,0.0033333333333333335
GER,Tennis Men's Doubles,0.0033333333333333335
GER,Trampolining Men's Individual,0.0033333333333333335
GER,Trampolining Women's Individual,0.0033333333333333335
GRE,Athletics Women's 20 kilometres Walk,0.018867924528301886
GRE,Athletics Women's 400 metres Hurdles,0.018867924528301886
GRE,Athletics Women's Triple Jump,0.03773584905660377
GRE,Diving Men's Synchronized Springboard,0.018867924528301886
GRE,Judo Men's Half-Middleweight,0.018867924528301886
GRE,Rowing Men's Lightweight Double Sculls,0.03773584905660377
GRE,Sailing Men's Windsurfer,0.018867924528301886
GRE,Sailing Women's Two Person Dinghy,0.018867924528301886
GRE,Taekwondo Men's Heavyweight,0.03773584905660377
GRE,Taekwondo Women's Welterweight,0.018867924528301886
GRE,Water Polo Women's Water Polo,0.018867924528301886
GRE,"Wrestling Men's Featherweight, Greco-Roman",0.018867924528301886
HKG,Table Tennis Men's Doubles,0.08333333333333333
HUN,Athletics Men's Discus Throw,0.008695652173913044
HUN,"Canoeing Men's Canadian Doubles, 1,000 metres",0.017391304347826087
HUN,"Canoeing Men's Canadian Singles, 1,000 metres",0.017391304347826087
HUN,"Canoeing Women's Kayak Singles, 500 metres",0.02608695652173913
HUN,"Fencing Men's epee, Team",0.017391304347826087
HUN,"Fencing Men's Sabre, Individual",0.02608695652173913
HUN,Modern Pentathlon Women's Individual,0.008695652173913044
HUN,Swimming Men's 200 metres Breaststroke,0.017391304347826087
HUN,Swimming Men's 400 metres Individual Medley,0.017391304347826087
HUN,"Wrestling Men's Featherweight, Greco-Roman",0.017391304347826087
IND,Shooting Men's Double Trap,0.038461538461538464
IRI,Taekwondo Men's Welterweight,0.0392156862745098
IRI,"Wrestling Men's Heavyweight, Freestyle",0.0196078431372549
IRI,"Wrestling Men's Lightweight, Freestyle",0.0392156862745098
IRI,"Wrestling Men's Super-Heavyweight, Freestyle",0.058823529411764705
ISR,Judo Men's Half-Heavyweight,0.058823529411764705
ISR,Sailing Men's Windsurfer,0.11764705882352941
ITA,Archery Men's Individual,0.0044444444444444444
ITA,Athletics Men's 20 kilometres Walk,0.0044444444444444444
ITA,Athletics Men's Marathon,0.0044444444444444444
ITA,Athletics Men's Pole Vault,0.0044444444444444444
ITA,Basketball Men's Basketball,0.0044444444444444444
ITA,"Cycling Men's Road Race, Individual",0.0044444444444444444
ITA,"Fencing Men's Foil, Individual",0.017777777777777778
ITA,"Fencing Men's Sabre, Individual",0.008888888888888889
ITA,"Fencing Men's Sabre, Team",0.013333333333333334
ITA,Football Men's Football,0.0044444444444444444
ITA,Gymnastics Men's Horizontal Bar,0.0044444444444444444
ITA,Gymnastics Men's Rings,0.008888888888888889
ITA,Rhythmic Gymnastics Women's Group,0.008888888888888889
ITA,Rowing Men's Lightweight Coxless Fours,0.0044444444444444444
ITA,Shooting Men's Skeet,0.008888888888888889
ITA,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0.0044444444444444444
ITA,Swimming Men's 4 x 200 metres Freestyle Relay,0.0044444444444444444
ITA,Swimming Women's 200 metres Freestyle,0.008888888888888889
ITA,Water Polo Women's Water Polo,0.008888888888888889
JAM,Athletics Men's 400 metres Hurdles,0.01639344262295082
JPN,Archery Men's Individual,0.007633587786259542
JPN,Athletics Men's Hammer Throw,0.007633587786259542
JPN,Baseball Men's Baseball,0.003816793893129771
JPN,Cycling Men's Team Sprint,0.003816793893129771
JPN,Gymnastics Men's Horizontal Bar,0.003816793893129771
JPN,Gymnastics Men's Parallel Bars,0.003816793893129771
JPN,Gymnastics Men's Pommelled Horse,0.003816793893129771
JPN,Gymnastics Men's Team All-Around,0.015267175572519083
JPN,Judo Men's Half-Lightweight,0.015267175572519083
JPN,Judo Men's Middleweight,0.011450381679389313
JPN,Judo Women's Half-Heavyweight,0.003816793893129771
JPN,Judo Women's Half-Middleweight,0.011450381679389313
JPN,Judo Women's Middleweight,0.011450381679389313
JPN,Sailing Men's Two Person Dinghy,0.003816793893129771
JPN,Swimming Men's 100 metres Backstroke,0.007633587786259542
JPN,Swimming Men's 100 metres Breaststroke,0.007633587786259542
JPN,Swimming Men's 200 metres Breaststroke,0.011450381679389313
JPN,Swimming Men's 200 metres Butterfly,0.015267175572519083
JPN,Swimming Men's 4 x 100 metres Medley Relay,0.011450381679389313
JPN,Swimming Women's 200 metres Butterfly,0.011450381679389313
JPN,Swimming Women's 800 metres Freestyle,0.003816793893129771
JPN,"Wrestling Men's Featherweight, Freestyle",0.015267175572519083
JPN,"Wrestling Men's Lightweight, Freestyle",0.007633587786259542
JPN,"Wrestling Women's Flyweight, Freestyle",0.015267175572519083
JPN,"Wrestling Women's Heavyweight, Freestyle",0.007633587786259542
JPN,"Wrestling Women's Lightweight, Freestyle",0.015267175572519083
JPN,"Wrestling Women's Middleweight, Freestyle",0.015267175572519083
KAZ,Athletics Men's Decathlon,0.013513513513513514
KAZ,Boxing Men's Lightweight,0.013513513513513514
KAZ,Boxing Men's Middleweight,0.013513513513513514
KAZ,Boxing Men's Welterweight,0.05405405405405406
KAZ,Weightlifting Men's Middleweight,0.02702702702702703
KAZ,"Wrestling Men's Middleweight, Freestyle",0.013513513513513514
KAZ,"Wrestling Men's Super-Heavyweight, Greco-Roman",0.013513513513513514
KAZ,"Wrestling Men's Welterweight, Greco-Roman",0.013513513513513514
KEN,"Athletics Men's 5,000 metres",0.05405405405405406
KEN,"Athletics Women's 5,000 metres",0.05405405405405406
KOR,Badminton Men's Singles,0.005263157894736842
KOR,Badminton Women's Doubles,0.015789473684210527
KOR,Boxing Men's Featherweight,0.005263157894736842
KOR,Boxing Men's Welterweight,0.010526315789473684
KOR,Gymnastics Men's Individual All-Around,0.010526315789473684
KOR,Handball Women's Handball,0.010526315789473684
KOR,Judo Men's Half-Heavyweight,0.005263157894736842
KOR,Judo Men's Lightweight,0.010526315789473684
KOR,"Shooting Men's Free Pistol, 50 metres",0.02631578947368421
KOR,Shooting Women's Double Trap,0.005263157894736842
KOR,Shooting Women's Trap,0.005263157894736842
KOR,Table Tennis Men's Singles,0.005263157894736842
KOR,Table Tennis Women's Singles,0.005263157894736842
KOR,Weightlifting Men's Lightweight,0.005263157894736842
KOR,Weightlifting Women's Super-Heavyweight,0.010526315789473684
KOR,"Wrestling Men's Light-Heavyweight, Freestyle",0.005263157894736842
KOR,"Wrestling Men's Lightweight, Greco-Roman",0.005263157894736842
LAT,Athletics Men's Javelin Throw,0.14285714285714285
LAT,Gymnastics Men's Horse Vault,0.07142857142857142
LAT,Modern Pentathlon Women's Individual,0.07142857142857142
LAT,Weightlifting Men's Super-Heavyweight,0.14285714285714285
LTU,Athletics Women's Heptathlon,0.037037037037037035
LTU,Modern Pentathlon Men's Individual,0.1111111111111111
MEX,Athletics Women's 400 metres,0.029411764705882353
MEX,Cycling Women's Points Race,0.029411764705882353
MEX,Taekwondo Men's Flyweight,0.058823529411764705
MEX,Taekwondo Women's Featherweight,0.029411764705882353
MGL,Judo Men's Extra-Lightweight,0.058823529411764705
NED,Badminton Women's Singles,0.005813953488372093
NED,"Cycling Men's Mountainbike, Cross-Country",0.005813953488372093
NED,Cycling Men's Sprint,0.005813953488372093
NED,Judo Men's Heavyweight,0.005813953488372093
NED,Judo Women's Lightweight,0.011627906976744186
NED,Judo Women's Middleweight,0.01744186046511628
NED,Rowing Men's Coxed Eights,0.011627906976744186
NED,Rowing Women's Lightweight Double Sculls,0.01744186046511628
NED,Swimming Men's 4 x 100 metres Freestyle Relay,0.005813953488372093
NGR,Athletics Men's 4 x 100 metres Relay,0.08333333333333333
NOR,Athletics Men's Javelin Throw,0.04081632653061224
NOR,"Canoeing Men's Kayak Doubles, 1,000 metres",0.02040816326530612
NOR,"Cycling Women's Mountainbike, Cross-Country",0.02040816326530612
NOR,Rowing Men's Single Sculls,0.04081632653061224
NOR,Sailing Women's One Person Dinghy,0.02040816326530612
NZL,"Canoeing Men's Kayak Singles, 1,000 metres",0.011235955056179775
NZL,"Cycling Women's Individual Pursuit, 3,000 metres",0.011235955056179775
NZL,Rowing Women's Double Sculls,0.02247191011235955
NZL,Triathlon Men's Olympic Distance,0.033707865168539325
PAR,Football Men's Football,1.0
POL,Athletics Women's Pole Vault,0.012658227848101266
POL,"Fencing Women's Foil, Individual",0.012658227848101266
POL,Sailing Men's One Person Dinghy,0.012658227848101266
POL,Swimming Women's 100 metres Butterfly,0.012658227848101266
POL,Swimming Women's 200 metres Butterfly,0.012658227848101266
POL,Swimming Women's 400 metres Freestyle,0.012658227848101266
POR,"Athletics Men's 1,500 metres",0.058823529411764705
POR,Athletics Men's 100 metres,0.058823529411764705
POR,"Cycling Men's Road Race, Individual",0.058823529411764705
PRK,Boxing Men's Featherweight,0.029411764705882353
PRK,Judo Women's Lightweight,0.029411764705882353
PRK,"Shooting Men's Free Pistol, 50 metres",0.058823529411764705
PRK,Table Tennis Women's Singles,0.058823529411764705
ROU,Athletics Men's Triple Jump,0.012658227848101266
ROU,Athletics Women's 400 metres Hurdles,0.012658227848101266
ROU,Boxing Men's Light-Welterweight,0.012658227848101266
ROU,Gymnastics Men's Floor Exercise,0.012658227848101266
ROU,Gymnastics Men's Horse Vault,0.012658227848101266
ROU,Gymnastics Men's Team All-Around,0.012658227848101266
ROU,Gymnastics Women's Balance Beam,0.02531645569620253
ROU,Swimming Men's 200 metres Backstroke,0.012658227848101266
ROU,Swimming Women's 200 metres Freestyle,0.012658227848101266
RSA,Athletics Men's 800 metres,0.02702702702702703
RSA,Rowing Men's Coxless Pairs,0.05405405405405406
RSA,Swimming Men's 100 metres Freestyle,0.02702702702702703
RSA,Swimming Men's 4 x 100 metres Freestyle Relay,0.02702702702702703
RSA,Swimming Men's 50 metres Freestyle,0.02702702702702703
RUS,Athletics Men's 50 kilometres Walk,0.010282776349614395
RUS,Athletics Men's 800 metres,0.002570694087403599
RUS,"Athletics Women's 1,500 metres",0.002570694087403599
RUS,Athletics Women's 20 kilometres Walk,0.010282776349614395
RUS,Athletics Women's 4 x 100 metres Relay,0.005141388174807198
