求和项:Bronze,列标签,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
行标签,3x3 Basketball,3x3 Basketball Basketball,Aeronautics,Alpinism,Archery,Art Competitions,Artistic Gymnastics,Artistic Swimming,Athletics,Badminton,Baseball,Baseball/Softball,Basketball,Basque Pelota,Beach Volleyball,Boxing,Breaking,Canoe Slalom,Canoe Sprint,Canoeing,Cricket,Croquet,Cycling,Cycling BMX Freestyle,Cycling BMX Racing,Cycling Mountain Bike,Cycling Road,Cycling Road Cycling Mountain Bike,Cycling Road Cycling Track,Cycling Road Triathlon,Cycling Track,Diving,Equestrian,Equestrianism,Fencing,Figure Skating,Football,Golf,Gymnastics,Handball,Hockey,Ice Hockey,Jeu De Paume,Judo,Karate,Lacrosse,Marathon Swimming,Marathon Swimming Swimming,Modern Pentathlon,Motorboating,Polo,Racquets,Rhythmic Gymnastics,Roque,Rowing,Rugby,Rugby Sevens,Sailing,Shooting,Skateboarding,Softball,Sport Climbing,Surfing,Swimming,Synchronized Swimming,Table Tennis,Taekwondo,Tennis,Trampoline Gymnastics,Trampolining,Triathlon,Tug-Of-War,Volleyball,Water Polo,Weightlifting,Wrestling,总计
1996,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2000,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2004,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0
2008,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2012,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2016,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0
2020,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0
2024,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
COK,,,,,,,,,0,,,,,,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,0,,0
1988,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1992,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1996,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0
2000,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0
2004,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2008,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,0
2012,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,0,,0
2016,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,0,,0
2020,,,,,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2024,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
COL,,,,,0,0,0,0,1,,,,,,,4,,,0,,,,3,0,1,0,0,,,,0,0,0,0,0,,0,0,0,,,,,1,,,,,,,,,,,0,,0,0,0,0,,,,0,0,0,1,0,0,,0,0,,,2,3,16
1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0
1932,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1936,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1948,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
1956,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,,0
1960,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,0
1964,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,0
1968,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
1972,,,,,,,,,0,,,,,,,2,,,,,,,0,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,,2
1976,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,,0
1980,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
1984,,,,,0,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,0,0
1988,,,,,,,,,0,,,,,,,1,,,,,,,0,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,0,1
1992,,,,,0,,,,1,,,,,,,0,,,,,,,0,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,0,1
1996,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,0,0
2000,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,0,,,,0,0,0
2004,,,,,,,,,0,,,,,,,0,,,,,,,1,,,,,,,,,0,,0,0,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,0,,,,1,0,2
2008,,,,,0,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,0,,0,,,,,0,,,,,0,,,,,,,,,,,0,,,0,0,,,,,0,,0,0,,,,,,,,0,1,1
2012,,,,,0,,,,0,,,,,,,0,,,,,,,1,,,,,,,,,0,,0,0,,0,,0,,,,,1,,,,,,,,,,,,,,0,0,,,,,0,,0,1,0,,,0,,,,0,1,4
2016,,,,,0,,,,0,,,,,,,1,,,,,,,1,,,,,,,,,0,,0,0,,0,0,0,,,,,0,,,,,,,,,,,,,0,0,0,,,,,0,0,0,0,0,,,,,,,1,0,3
2020,,,,,0,,,0,0,,,,,,,0,,,,,,,,,1,,0,,,,0,0,0,,0,,,0,,,,,,0,,,,,,,,,,,,,,,0,0,,,,0,,,0,0,0,,,,,,0,0,1
2024,,,,,0,,0,,0,,,,,,,0,,,0,,,,,0,0,0,0,,,,0,0,0,,0,,0,0,,,,,,0,,,,,,,,,,,,,,0,,0,,,,0,,,,0,0,,0,,,,0,1,1
COM,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,0
1996,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2000,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2004,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2008,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2012,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2016,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2020,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2024,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
CPV,,,,,,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,0,,,,,,,,,,1
1996,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2000,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2004,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
2008,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
2012,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2016,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,0
2020,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,0
2024,,,,,,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1
CRC,,,,,0,,0,,0,,,,,,0,0,,,,0,,,0,0,,,0,,,,,0,,,0,,0,,,,,,,0,,,,,,,,,,,,,,,0,,,,0,2,,,0,0,,,0,,,,0,,2
1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1968,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,,0
1972,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0
1976,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,0
1980,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,0
1984,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,0
1988,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,,0
1992,,,,,0,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,0
1996,,,,,,,,,0,,,,,,,,,,,0,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2000,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,,,0,,,,,,2
2004,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,,0,,,,,,,,,,0
2008,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,0
2012,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,0,,,,0,,,,,,0
2016,,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,0
2020,,,,,,,0,,0,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,0
2024,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0
CRO,,,,,,,0,,2,,,,0,,,1,,0,0,0,,,0,0,,,0,,,,,0,,0,0,,,,0,1,,,,0,0,,,,,,,,,,2,,,0,2,,,,,0,,0,5,3,,,,,0,0,1,0,17
1992,,,,,,,,,0,,,,0,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,,,,,,0,,2,,,,,,,,0,2
1996,,,,,,,,,0,,,,0,,,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,,0,0,,,,,0,,0,,0,,,,,,0,,0,0
2000,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,,,0,,0,0,0,,,,,0,0,0,,1
2004,,,,,,,,,0,,,,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,0,,,0,0,,,,,0,,0,0,1,,,,,,0,1,,2
2008,,,,,,,,,0,,,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,,0,1,,,,,0,,0,2,0,,,,,,0,,,3
2012,,,,,,,,,0,,,,0,,,,,,,0,,,0,,,,,,,,,,,,0,,,,0,1,,,,0,,,,,,,,,,,0,,,0,0,,,,,0,,0,1,0,,,,,,0,,0,2
2016,,,,,,,,,1,,,,0,,,1,,,,,,,0,,,,,,,,,0,,,,,,,0,0,,,,0,,,,,,,,,,,0,,,0,0,,,,,0,,0,0,0,,,,,,0,0,0,2
2020,,,,,,,0,,0,,,,,,,0,,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,,,0,0,,,,,0,,0,1,0,,,,,,0,,0,2
2024,,,,,,,0,,1,,,,,,,0,,0,0,,,,,0,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,0,,,0,1,,,,,0,,0,1,0,,,,,,0,,,3
CRT,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0
1906,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0
CUB,,,,,0,0,0,,18,0,0,,1,,0,19,,,1,0,,,0,,,,0,,,,,0,,,3,,0,,0,0,0,,,16,,,,,0,,,,,,0,,,0,3,,0,,,1,0,0,4,,,,,,2,0,2,11,81
1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1904,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0
1928,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1932,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1948,,,,,,,,,0,,,,0,,,,,,,,,,0,,,,,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,,0,,,0,0,,,,,0,,,,,,,,,,,0,0,0
1952,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,,0
1956,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,0,,,,,,0,,,,,,,,,,,,,0
1960,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,0,0,0
1964,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,0
1968,,,,,,,,,0,,,,0,,,0,,,,,,,0,,,,,,,,,0,,,0,,,,0,,,,,,,,,,,,,,,,0,,,,0,,,,,0,,,,,,,,,,0,0,0,0
1972,,,,,,,,,2,,,,1,,,1,,,,0,,,0,,,,,,,,,,,,0,,,,0,,,,,0,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,0,0,0,0,4
1976,,,,,,,,,0,,,,0,,,2,,,,,,,0,,,,,,,,,,,,0,,0,,0,,,,,0,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,1,0,0,0,3
1980,,,,,,,,,1,,,,0,,,2,,,,0,,,0,,,,,,,,,0,,,0,,0,,0,0,0,,,0,,,,,,,,,,,0,,,0,1,,,,,,,,,,,,,,0,0,1,0,5
1992,,,,,,,,,4,,0,,0,,,0,,,,0,,,0,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,0,,,,0,,,,,0,,0,,,,,,,0,0,0,3,11
1996,,,,,,,,,1,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,,,,0,,,0,0,,,,,1,,,,,,,,,0,,0,1,8
2000,,,,,0,,,,2,,0,,0,,0,2,,,,0,,,0,,,,,,,,,0,,,1,,,,0,0,,,,1,,,,,,,,,,,0,,,0,0,,0,,,0,0,0,0,,,,,,0,,0,1,7
2004,,,,,0,,,,2,,0,,,,0,1,,,,0,,,0,,,,,,,,,0,,,0,,,,0,,,,,5,,,,,,,,,,,0,,,,1,,,,,0,,,0,,,,,,1,,0,1,11
2008,,,,,0,,,,2,,0,,,,0,4,,,,0,,,0,,,,,,,,,0,,,0,,,,,,,,,3,,,,,0,,,,,,0,,,,1,,,,,0,,,1,,,,,,0,,0,0,11
2012,,,,,0,,,,1,,,,,,,2,,,,0,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,0,,,,0,,,,,0,,0,1,,,,,,,,1,1,6
2016,,,,,0,,,,1,0,,,,,0,3,,,,0,,,0,,,,,,,,,,,,0,,,,0,,,,,0,,,,,0,,,,,,0,,,,0,,,,,0,,0,0,,,,,,0,,0,0,4
2020,,,,,,,0,,2,,,,,,0,1,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,0,,,,0,,,,,0,,0,1,,,,,,,,0,1,5
2024,,,,,0,,,,0,,,,,,0,1,,,1,,,,,,,,0,,,,,0,,,,,,,,,,,,0,,,,,0,,,,,,0,,,,0,,,,,0,,0,1,,,,,,,,0,3,6
CYP,,,,,0,,0,,0,,,,,,,,,,,,,,0,,,,0,,,,,,,,0,,,,0,,,,,0,,,,,,,,,0,,,,,0,0,,,,,0,,,,0,,,,,,,0,0,0
1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,0
1984,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0
1988,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0
1992,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,0,0,,,,,0,,,,,,,,,,,,0,0
1996,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,0,0
2000,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,,0
2004,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,,,,,0,,,,0,,,,,,,,,0
2008,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,,0
2012,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,,,,,0,,,,0,,,,,,,,,0
2016,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,,0
2020,,,,,,,0,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,,0
2024,,,,,,,0,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,0,0,,,,,0,,,,,,,,,,,,,0
CZE,,,,,0,,0,,8,0,,,0,,0,0,,0,1,5,,,0,0,,0,0,,,,0,0,0,0,2,,0,0,0,,,,,0,,,0,,1,,,,0,,1,,,0,4,,,0,,0,0,0,0,4,,0,1,,,,0,0,27
1996,,,,,,,,,2,,,,,,0,0,,,,0,,,0,,,,,,,,,,,,0,,,,0,,,,,0,,,,,,,,,0,,0,,,0,1,,,,,0,,0,,1,,,,,,,0,0,4
2000,,,,,,,,,0,,,,,,0,0,,,,1,,,0,,,,,,,,,0,,,,,0,,0,,,,,0,,,,,,,,,,,0,,,0,1,,,,,0,0,0,,0,,0,1,,,,0,0,3
2004,,,,,,,,,2,,,,0,,0,,,,,1,,,0,,,,,,,,,,,0,,,,,0,,,,,0,,,,,1,,,,0,,0,,,0,1,,,,,0,0,0,,0,,,0,,,,0,0,5
2008,,,,,0,,,,0,0,,,0,,,,,,,0,,,0,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,0,0,,,,,0,0,0,,0,,0,0,,,,0,0,0
2012,,,,,,,,,1,0,,,0,,0,0,,,,1,,,0,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,,0,,,0,1,,,,,0,0,0,,0,,0,0,,,,0,0,3
2016,,,,,,,,,1,0,,,,,0,,,,,2,,,0,,,,,,,,,,,,0,,,0,0,,,,,0,,,,,0,,,,,,1,,,0,0,,,,,0,0,0,,3,,,0,,,,0,0,7
2020,,,,,0,,0,,1,,,,0,,0,,,0,1,,,,,,,0,0,,,,0,,0,,1,,,0,,,,,,0,,,0,,0,,,,,,0,,,0,0,,,0,,0,,0,,0,,,0,,,,0,0,3
2024,,,,,0,,0,,1,0,,,,,0,,,0,0,,,,,0,,0,0,,,,0,,0,,1,,,0,,,,,,0,,,0,,0,,,,,,0,,,0,0,,,0,,0,,0,0,0,,,0,,,,0,,2
DEN,,,,,0,4,,,3,4,,,,,,6,,,3,5,,,10,,0,0,0,,0,,1,1,0,2,3,,1,0,1,1,0,,,0,,,,,0,,,,0,,13,,,9,5,0,,,,7,,1,1,0,,0,0,0,,,0,8,89
1896,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,0,,3
1900,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,,,,,,,,0,,,,,2
1906,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,1,1
1908,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,3,3
1912,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,,0,,1,,,,,,,,,,0,,,,,,1,,,0,2,,,,,0,,,,0,,,,,,,,1,5
1920,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,0,,,0,,0,,0,,0,,,,,,,,0,,,,,,0,,,,0,,,,,,,,,0,,,,,,,0,1,1
1924,,,,,,1,,,0,,,,,,,0,,,,,,,0,,,,,,,,,0,,0,1,,,,,,,,,,,,,,0,,,,,,,,,0,1,,,,,0,,,,0,,,,,,,,0,3
1928,,,,,,2,,,0,,,,,,,1,,,,,,,1,,,,,,,,,0,,0,0,,,,,,0,,,,,,,,0,,,,,,0,,,0,,,,,,0,,,,,,,,,,,0,0,4
1932,,,,,,0,,,0,,,,,,,1,,,,,,,1,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0,0,3
1936,,,,,,0,,,0,,,,,,,1,,,,0,,,0,,,,,,,,,0,,1,0,,,,,,0,,,,,,,,,,,,,,0,,,0,0,,,,,1,,,,,,,,,,,,0,3
