求和项:Silver,列标签,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
行标签,3x3 Basketball,3x3 Basketball Basketball,Aeronautics,Alpinism,Archery,Art Competitions,Artistic Gymnastics,Artistic Swimming,Athletics,Badminton,Baseball,Baseball/Softball,Basketball,Basque Pelota,Beach Volleyball,Boxing,Breaking,Canoe Slalom,Canoe Sprint,Canoeing,Cricket,Croquet,Cycling,Cycling BMX Freestyle,Cycling BMX Racing,Cycling Mountain Bike,Cycling Road,Cycling Road Cycling Mountain Bike,Cycling Road Cycling Track,Cycling Road Triathlon,Cycling Track,Diving,Equestrian,Equestrianism,Fencing,Figure Skating,Football,Golf,Gymnastics,Handball,Hockey,Ice Hockey,Jeu De Paume,Judo,Karate,Lacrosse,Marathon Swimming,Marathon Swimming Swimming,Modern Pentathlon,Motorboating,Polo,Racquets,Rhythmic Gymnastics,Roque,Rowing,Rugby,Rugby Sevens,Sailing,Shooting,Skateboarding,Softball,Sport Climbing,Surfing,Swimming,Synchronized Swimming,Table Tennis,Taekwondo,Tennis,Trampoline Gymnastics,Trampolining,Triathlon,Tug-Of-War,Volleyball,Water Polo,Weightlifting,Wrestling,总计
2004,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,,,,,0,,,,0,,,,,,,,,0
2008,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,,0
2012,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,0,,,,,0,,,,0,,,,,,,,,1
2016,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,,0
2020,,,,,,,0,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,,0
2024,,,,,,,0,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,1,0,,,,,0,,,,,,,,,,,,,1
CZE,,,,,0,,0,,2,0,,,0,,0,1,,1,0,5,,,1,0,,0,0,,,,0,0,0,0,0,,0,0,0,,,,,0,,,0,,0,,,,0,,3,,,1,4,,,0,,0,0,0,0,3,,0,0,,,,0,0,21
1996,,,,,,,,,0,,,,,,0,0,,,,2,,,0,,,,,,,,,,,,0,,,,0,,,,,0,,,,,,,,,0,,0,,,0,0,,,,,0,,0,,1,,,,,,,0,0,3
2000,,,,,,,,,1,,,,,,0,1,,,,0,,,0,,,,,,,,,0,,,,,0,,0,,,,,0,,,,,,,,,,,0,,,0,1,,,,,0,0,0,,0,,0,0,,,,0,0,3
2004,,,,,,,,,0,,,,0,,0,,,,,0,,,0,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,0,,1,,,1,1,,,,,0,0,0,,0,,,0,,,,0,0,3
2008,,,,,0,,,,0,0,,,0,,,,,,,1,,,0,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,1,,,0,1,,,,,0,0,0,,0,,0,0,,,,0,0,3
2012,,,,,,,,,0,0,,,0,,0,0,,,,1,,,0,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,,1,,,0,0,,,,,0,0,0,,1,,0,0,,,,0,0,3
2016,,,,,,,,,0,0,,,,,0,,,,,1,,,1,,,,,,,,,,,,0,,,0,0,,,,,0,,,,,0,,,,,,0,,,0,0,,,,,0,0,0,,0,,,0,,,,0,0,2
2020,,,,,0,,0,,1,,,,0,,0,,,1,0,,,,,,,0,0,,,,0,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,0,,,0,1,,,0,,0,,0,,1,,,0,,,,0,0,4
2024,,,,,0,,0,,0,0,,,,,0,,,0,0,,,,,0,,0,0,,,,0,,0,,0,,,0,,,,,,0,,,0,,0,,,,,,0,,,0,0,,,0,,0,,0,0,0,,,0,,,,0,,0
DEN,,,,,0,5,,,4,3,,,,,,5,,,0,6,,,9,,0,0,0,,0,,2,0,1,4,2,,3,0,3,1,1,,,0,,,,,0,,,,0,,5,,,10,11,0,,,,5,,0,0,1,,0,0,0,,,2,4,87
1896,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,2
1900,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,0,,,,,,,,0,,,,,3
1906,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,1,2
1908,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,1,,0,,,,,,,,,,,,,,,,,,,,0,,,,,1,,,,,,,,,,,,0,2
1912,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,0,1,,1,,1,,,,,,,,,,0,,,,,,0,,,1,1,,,,,0,,,,1,,,,,,,,0,6
1920,,,,,,,,,1,,,,,,,3,,,,,,,0,,,,,,,,,0,,,0,,0,,1,,1,,,,,,,,0,,,,,,0,,,,2,,,,,,,,,0,,,,,,,0,1,9
1924,,,,,,1,,,0,,,,,,,2,,,,,,,1,,,,,,,,,0,,1,0,,,,,,,,,,,,,,0,,,,,,,,,1,0,,,,,0,,,,0,,,,,,,,0,6
1928,,,,,,1,,,0,,,,,,,0,,,,,,,0,,,,,,,,,0,,0,0,,,,,,0,,,,,,,,0,,,,,,0,,,1,,,,,,0,,,,,,,,,,,0,0,2
1932,,,,,,2,,,0,,,,,,,0,,,,,,,1,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1,1,5
1936,,,,,,0,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,0,,0,0,,,,,,0,,,,,,,,,,,,,,1,,,0,0,,,,,1,,,,,,,,,,,,0,2
1948,,,,,,1,,,0,,,,,,,0,,,,2,,,0,,,,,,,,,0,,0,1,,0,,0,,0,,,,,,,,,,,,,,2,,,0,0,,,,,2,,,,,,,,,,,0,0,8
1952,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,0,,1,0,,0,,0,,,,,,,,,,,,,,,,0,,,0,0,,,,,0,,,,,,,,,,,0,0,1
1956,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,0,,1,0,,,,,,,,,,,,,,,,,,,,0,,,1,0,,,,,0,,,,,,,,,,,,,2
1960,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,0,,0,0,,1,,,,0,,,,,,,,0,,,,,,0,,,2,0,,,,,0,,,,,,,,,,,,0,3
1964,,,,,,,,,0,,,,,,,0,,,,0,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,,,,0,,,,,,,,,,,,0,1
1968,,,,,,,,,0,,,,,,,0,,,,0,,,3,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,0,,,1,0,,,,,0,,,,,,,,,,,,0,4
1972,,,,,0,,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,,,0,0,,0,,0,0,,,,,,,,,0,,,,,,0,,,0,0,,,,,0,,,,,,,,,,,0,0,0
1976,,,,,0,,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,,,0,0,,,,0,0,,,,,,,,,0,,,,,,0,,,0,0,,,,,0,,,,,,,,,,,0,,0
1980,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,0,,,0,,,,,0,,,,,,,,,,,,,,,0,,,1,0,,,,,0,,,,,,,,,,,0,0,1
1984,,,,,,,,,0,,,,,,,,,,,1,,,0,,,,,,,,,,,1,,,,,,0,,,,0,,,,,,,,,,,0,,,0,1,,,,,0,,,,,,,,,,,0,,3
1988,,,,,0,,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,0,,,,,0,,,,0,,0,,,0,0,,,,,1,,,,0,,,,,,,0,,1
1992,,,,,0,,,,0,0,,,,,,0,,,,1,,,0,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,0,0,,,,,0,,,,0,,,,,,,0,,1
1996,,,,,,,,,0,0,,,,,,0,,,,0,,,1,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,,,,,0,,,0,0,,,,,0,,,,0,,,,,,,,,1
2000,,,,,0,,,,1,1,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,0,,,,,,,,,0,,,,,,0,,,0,1,,,,,0,,0,0,0,,,0,,,,,,3
2004,,,,,0,,,,1,0,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,0,,,0,0,,,,,0,,0,0,,,0,0,,,,,0,1
2008,,,,,0,,,,0,0,,,,,,,,,,1,,,1,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,0,,,0,0,,,,,0,,0,,0,,0,0,,,,,0,2
2012,,,,,0,,,,0,1,,,,,,0,,,,0,,,0,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,1,,,1,1,,,,,0,,0,,0,,0,0,,,,,0,4
2016,,,,,,,,,1,1,,,,,,,,,,1,,,1,,,,,,,,,,,0,,,0,0,,0,,,,,,,,,,,,,,,1,,,0,0,,,,,0,,0,,0,,,0,,,,,1,6
2020,,,,,0,,,,0,0,,,,,,,,,0,,,,,,0,0,0,,,,2,,0,,,,,0,,1,,,,0,,,,,,,,,,,0,,,0,1,0,,,,0,,0,,,,,,,,,,0,4
2024,,,,,0,,,,0,0,,,,,,0,,,0,,,,,,0,0,0,,0,,0,,1,,,,,0,,0,,,,0,,,,,,,,,,,0,,,1,0,0,,,,0,,0,0,0,,,0,,,,,0,2
DJI,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,0,,0,,,,,,,,,,,0
1984,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1988,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0
1992,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0
1996,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0
2000,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2008,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2012,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0
2016,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2020,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2024,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
DMA,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
1996,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2000,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2004,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2008,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2012,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2016,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2024,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
DOM,,,,,0,,0,,3,,0,0,,,,0,,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,,,,0,,,,,,,,,,,0,,,0,0,,,,,0,0,0,1,0,,,,,0,,1,0,5
1964,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1968,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0
1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,0
1976,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1980,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1984,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,0,0
1988,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0
1992,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1996,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,0,0,0
2000,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,0
2004,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,0,0,,,,,,0,,0,0,0
2008,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,,,,,0,,0,1,,,,,,,,0,,1
2012,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,0,0,,,,,,0,,0,,1
2016,,,,,0,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,0,,0
2020,,,,,,,,,2,,,0,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,0,,,0,,,,,,0,,1,,3
2024,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,0,,,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,,0,,,,,,0,,0,0,0
ECU,,,,,0,,,,2,,,,,,,0,,,,0,,,0,,0,,0,,,,,0,0,0,,,,0,0,,,,,0,,,0,,0,,,,,,0,,,0,0,,,,0,0,,0,0,0,,,0,,,,1,1,4
1924,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1968,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0
1972,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0
1980,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
1984,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0
1988,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,0
1992,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,0,,,,,,,,,,,0
1996,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,0,,,,,,,,,0
2000,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,,0
2004,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,,,0,,,,,,,0,,0
2008,,,,,,,,,1,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,,0,0,,,,,,,0,,1
2012,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,,,,,,0,,,,0,0,0
2016,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,0,,,,0,,,,,0,,,,,,,0,,,,0,0,0
2020,,,,,0,,,,0,,,,,,,0,,,,,,,,,0,,0,,,,,,0,,,,,0,,,,,,0,,,0,,0,,,,,,,,,,0,,,,0,0,,0,,,,,0,,,,1,0,1
2024,,,,,,,,,1,,,,,,,0,,,,,,,,,0,,0,,,,,,0,,,,,,,,,,,0,,,0,,0,,,,,,,,,,0,,,,,0,,0,,,,,0,,,,0,1,2
EGY,,,,,0,0,0,0,0,0,,,0,,0,1,,,0,0,,,0,,,,,,,,0,1,0,0,1,,0,,0,0,0,,,1,0,,,,1,,,,0,,0,,,0,0,,,,,0,0,0,0,0,0,,0,,0,0,3,2,10
1906,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1920,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1924,,,,,,0,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0
1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
1936,,,,,,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,1,0,1
1948,,,,,,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,,0,,0,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,0,1,1,2
1952,,,,,,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,0,,,,0,,,,,0,,,,,,,,,,0,0,0,0
1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1964,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,0,0,0,0
1968,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0,0,0
1972,,,,,,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0
1976,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0
1984,,,,,,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,0,,,0,,0,,,,,,,1,,,,,0,,,,,,,,,0,0,,,,,0,0,,,,,,,,0,,0,0,1
1988,,,,,,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,0,,,,,,,,,,0,,,,,0,,0,,,,,,,,,0,0,0
1992,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,0,,,0,0,,,0,,,,,0,,,,,,,,,,0,,,,,0,,0,,,,,,,,,0,0,0
1996,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,0,,,,0,,,,,0,,,,,,,,,,,0,0,0
2000,,,,,0,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,0,0,,,,0,0,,,,0,,,,,0,,,,0,,0,,,,0,,,,,0,0,0,0,,,,,,0,,0,0,0
2004,,,,,0,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,0,,,,,0,,,,,,0,,,,0,,,,,0,0,,0,,,,,,,0,0,0,1
2008,,,,,0,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,,,,,0,,,,,,0,,,,0,,,,,0,0,0,0,,,,,,0,,0,0,0
2012,,,,,0,,,,0,0,,,,,,0,,,,0,,,,,,,,,,,,,,0,1,,0,,0,,,,,0,,,,,0,,,,0,,0,,,0,0,,,,,0,0,0,0,,,,,,,,0,1,2
2016,,,,,0,,,,0,,,,,,0,0,,,,0,,,0,,,,,,,,,0,,0,0,,,,0,0,,,,0,,,,,0,,,,,,0,,,0,0,,,,,0,0,0,0,,,,,,0,,0,0,0
2020,,,,,0,,0,0,0,0,,,,,,0,,,0,,,,,,,,,,,,0,0,0,,0,,0,,,0,,,,0,0,,,,1,,,,0,,0,,,0,0,,,,,0,,0,0,0,0,,0,,,,,0,1
2024,,,,,0,,0,0,0,,,,,,0,0,,,0,,,,,,,,,,,,0,0,,,0,,0,,,0,,,,0,,,,,0,,,,0,,0,,,0,0,,,,,0,,0,0,0,0,,,,0,,1,0,1
EOR,,,,,,,,,0,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,0,,,,,0,,,0,,,,,,,,0,0,0
2020,,,,,,,,,0,0,,,,,,0,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,0,,,,,0,,,0,,,,,,,,0,0,0
2024,,,,,,,,,0,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,,0,,,,,,,,0,0,0
ERI,,,,,,,,,0,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2000,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2004,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2008,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2012,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2016,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2020,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2024,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
ESA,,,,,0,0,,,0,0,,,,,,0,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,0,0,,,,0,,,,,,,0,0,0
1932,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1968,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,,0
1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,0
1984,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,0,0
1988,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1992,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
1996,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,0
2000,,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,,0
2004,,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,,0
2008,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,0,,,,,0,,,,0,,,,,,,0,0,0
